,Actual,RF,BP,MLP
11917,0.049999989569187,0.05441298525780433,0.054996556192550033,0.10198233473377591
9938,0.098999977111816,0.10740363128483348,0.08552469782465114,0.1435631096055666
24649,0.090000003576279,0.09016066763550047,0.09291811885644555,0.09746208842614087
14185,0.0,0.0,0.0027754720975010916,0.04148922884818587
8765,0.080000005662441,0.08431866846978667,0.08090812402616362,0.08006095272887745
14906,0.0,0.0014116665474284609,0.01235768445425997,0.033465845184768556
4275,0.0,0.0,0.0,0.004398771134561608
22352,0.089533343911171,0.08233100339770315,0.0749285245889055,0.0754693902959023
15347,0.0,0.0,0.010184678391418428,0.0
11423,0.070000022649765,0.07029601458460091,0.06344573361367598,0.10076980059938781
3571,0.059999972581863,0.06821298670023666,0.07446140544706761,0.11010576342891801
13625,0.0,5.2000000141562004e-05,0.01034873007201903,0.0
8618,0.0,0.0,0.0,0.012673479735835963
16491,0.0,0.0,0.006400472281193198,0.0
20167,0.0,0.0,0.0,0.04317507836493237
14048,0.0,0.0,0.0,0.00040074746293336516
18790,0.0,0.0,0.008757766822233948,0.0
15122,0.099999979138374,0.10264664016663931,0.09186739802474794,0.08992689729670808
24424,0.0,0.0,0.0,0.010368881929896906
6714,0.0009333333582617,0.0029633333193487383,0.014413842521080772,0.029261401825405126
